59, json-repair, https://github.com/RealAlexandreAI/json-repair, "🔧 Repair JSON！Solution for JSON Anomalies from LLMs.", "agent,context,embedding,function-call,json,multi-agents,openai,repair,workflow", 2024-04-18 15:27:39 +0000 UTC
51, makefile-graph, https://github.com/dnaeon/makefile-graph, "Turn your Makefile into a graph", "go,golang,graph,graphviz,make,makefile", 2024-04-21 08:11:25 +0000 UTC
19, dauthi, https://github.com/emptynebuli/dauthi, "", "", 2024-04-23 12:42:25 +0000 UTC
19, httpfs, https://github.com/progrium/httpfs, "Create filesystems using your favorite HTTP framework.", "filesystem,flask,fuse,golang,http", 2024-04-18 00:29:33 +0000 UTC
13, dare-db, https://github.com/dmarro89/dare-db, "Dare-DB is a lightweight in-memory database written in Go, featuring Redis-inspired hashtables and HTTP endpoints for seamless data storage and retrieval, with Docker support for easy deployment", "", 2024-04-20 14:07:31 +0000 UTC
10, skeleton, https://github.com/kianooshaz/skeleton, "Skeleton is a real-world example project written in Go, following the Clean Architecture principles.", "architecture,clean-architecture,go,golang", 2024-04-22 19:10:37 +0000 UTC
10, chrome-poc-demo, https://github.com/dneprDroid/chrome-poc-demo, "Example for the Google Chrome cache attack to inject custom code into web pages (macOS, Linux)", "attack,cache,google-chrome,poc,proof-of-concept,security", 2024-04-19 08:13:38 +0000 UTC
6, prompage, https://github.com/henrywhitaker3/prompage, "Prometheus-based status page", "", 2024-04-19 13:51:44 +0000 UTC
6, aiopty, https://github.com/iyzyi/aiopty, "(All in One) Pty & Terminal package for Go with an encrypted remote shell as example.", "", 2024-04-23 08:09:05 +0000 UTC
6, deeplx-local, https://github.com/ycvk/deeplx-local, "自建deeplx服务", "", 2024-04-20 13:45:52 +0000 UTC
6, checkpoint, https://github.com/Jeffail/checkpoint, "", "", 2024-04-22 08:28:24 +0000 UTC
5, shutdown, https://github.com/Jeffail/shutdown, "", "", 2024-04-22 17:54:40 +0000 UTC
5, tinyRedis, https://github.com/robitec97/tinyRedis, "Small Redis implementation written in pure Go.", "", 2024-04-20 13:54:24 +0000 UTC
5, bot-telegram-devs-norte, https://github.com/ecsistem/bot-telegram-devs-norte, "", "", 2024-04-18 22:57:03 +0000 UTC
5, CSManager, https://github.com/V1merX/CSManager, "A Telegram bot for managing CS2 servers", "", 2024-04-21 14:20:37 +0000 UTC
4, potmanager, https://github.com/handbye/potmanager, "简单蜜罐管理平台", "honeypot,management", 2024-04-18 13:20:27 +0000 UTC
4, podman-bootc-cli, https://github.com/containers/podman-bootc-cli, "", "", 2024-04-22 15:04:01 +0000 UTC
4, money-formatting, https://github.com/codemage66/money-formatting, "This repository is money and currency formatting for golang.", "", 2024-04-19 01:45:26 +0000 UTC
4, go-graphql-demo, https://github.com/Besufikad17/go-graphql-demo, "", "", 2024-04-20 18:19:07 +0000 UTC
4, terraform-provider-go, https://github.com/opentofu/terraform-provider-go, "", "", 2024-04-22 11:27:12 +0000 UTC
4, concurrent_queue, https://github.com/manthanguptaa/concurrent_queue, "Implementing concurrent queue using 2 lock approach and non-blocking CAS approach", "compare-and-swap,concurrency,golang,mutex", 2024-04-19 02:59:57 +0000 UTC
4, kube-network-policies, https://github.com/kubernetes-sigs/kube-network-policies, "Kubernetes network policies", "", 2024-04-20 06:37:41 +0000 UTC
4, phantom_pwn, https://github.com/cyclone-github/phantom_pwn, "Tools to extract and decrypt Phantom wallets", "crack,decrypt,extract,hash,phantom,recover,vault,wallet", 2024-04-20 17:10:11 +0000 UTC
4, termbookbackend, https://github.com/idugan100/termbookbackend, "", "", 2024-04-20 01:45:43 +0000 UTC
4, valkey-go, https://github.com/valkey-io/valkey-go, "A fast Golang Valkey client that supports Client Side Caching and Auto Pipelining.", "", 2024-04-19 15:17:25 +0000 UTC
4, go-openapi-ui, https://github.com/rookie-luochao/go-openapi-ui, "go-openapi-ui is an embedded OpenAPI/Swagger documentation ui for Go using OpenAPI-UI", "echo-openapi,echo-swagger,fiber-openapi,fiber-swagger,gin-openapi,gin-swagger,go-openapi,go-openapi-ui,go-swagger,openapi,openapi-ui,swagger,swagger-ui", 2024-04-22 02:20:31 +0000 UTC
4, GoES, https://github.com/francescoalemanno/GoES, "GoES: Evolution strategy for black box optimization in pure Go.", "blackbox-optimization,covariance-matrix-adaptation,evolution-strategies,optimization", 2024-04-21 09:56:49 +0000 UTC
4, gq, https://github.com/avinashsivaraman/gq, "Simple CLI to ask questions", "", 2024-04-21 16:11:38 +0000 UTC
4, sweeper, https://github.com/jnarcher/sweeper, "Play minesweeper in your terminal", "", 2024-04-22 07:32:42 +0000 UTC
3, passkey-go-example, https://github.com/kyosu-1/passkey-go-example, "Try passkey in go.", "go,passkey,webauthn", 2024-04-18 22:25:11 +0000 UTC
3, cb-workshop, https://github.com/zkxjzmswkwl/cb-workshop, "Learning materials for a group of friends over the Summer.", "", 2024-04-21 05:29:31 +0000 UTC
3, blob20-index, https://github.com/blob20-index/blob20-index, "blob20-index", "", 2024-04-22 03:40:41 +0000 UTC
3, langchaingo-ollama-rag, https://github.com/eryajf/langchaingo-ollama-rag, "学习基于langchaingo结合ollama实现的rag应用流程", "", 2024-04-19 00:47:39 +0000 UTC
3, b4nd-crawler, https://github.com/easonyen16/b4nd-crawler, "B4ND App Message Crawler", "", 2024-04-20 07:04:06 +0000 UTC
3, messenger-bot, https://github.com/codemage66/messenger-bot, "Golang bindings for the messenger bot", "", 2024-04-20 16:58:13 +0000 UTC
3, auth-aws, https://github.com/cirrostratus-cloud/auth-aws, "", "", 2024-04-20 21:48:30 +0000 UTC
3, go-linux-mq, https://github.com/rkorkosz/go-linux-mq, "Golang mqueue implementation", "", 2024-04-18 20:57:47 +0000 UTC
3, nnfs-go, https://github.com/biraj21/nnfs-go, "\"nnfs-go\" is a collection of simple neural network implementations from scratch in Go, inspired by the \"Neural Networks from Scratch\" book and other resources.", "deep-learning,deep-neural-networks,deeplearning,go,golang,neural-network,neural-networks", 2024-04-18 11:32:36 +0000 UTC
3, bench-bintext-codecs, https://github.com/Rican7/bench-bintext-codecs, "Benchmarks of binary-to-text codecs (encoder/decoders) in Go.", "benchmarks,codec,decoder,encoder,encoder-decoder,go,uuid", 2024-04-22 06:09:25 +0000 UTC
3, k8ssimpleauthzwebhook, https://github.com/raesene/k8ssimpleauthzwebhook, "", "", 2024-04-20 13:58:03 +0000 UTC
3, puppygraph-query, https://github.com/puppygraph/puppygraph-query, "PuppyGraph standalone web server for visualize graph queries.", "", 2024-04-18 23:07:28 +0000 UTC
3, lnaddrd, https://github.com/conduition/lnaddrd, "A self-hosted server to provide yourself with a Lightning Address.", "bitcoin,lightning-address,lightning-network,lnd,lnurl", 2024-04-20 22:38:00 +0000 UTC
3, FIND-Go, https://github.com/codemage66/FIND-Go, "High-precision indoor positioning framework for most wifi-enabled devices.", "", 2024-04-22 07:57:50 +0000 UTC
3, Golang-Roadmap, https://github.com/LuisZentenxx/Golang-Roadmap, "Aquí encontrarás una ruta de aprendizaje, colección de ejercicios y ejemplos que te ayudarán a familiarizarte con diversos aspectos del lenguaje de programación Go. ", "", 2024-04-23 15:55:49 +0000 UTC
3, go-im, https://github.com/lwfCode/go-im, "Go语言开发简易IM聊天通讯", "", 2024-04-18 09:54:50 +0000 UTC
2, tsugu-bot-go, https://github.com/WindowsSov8forUs/tsugu-bot-go, "✨ 一个 Go 实现的 TsuguBanGDreamBot 前端整合机器人应用 ✨", "bangdream,bot,client,frontend,go,tsugu", 2024-04-19 07:09:32 +0000 UTC
2, ArtemisBot, https://github.com/Coronon/ArtemisBot, "", "", 2024-04-22 14:03:19 +0000 UTC
2, SMTPForward, https://github.com/Rorical/SMTPForward, "Simple MTA in golang", "", 2024-04-19 01:24:04 +0000 UTC
2, gpr, https://github.com/cherryramatisdev/gpr, "The mix between github cli and PRR CLI for the best experience at adding PR review comments", "", 2024-04-21 03:31:43 +0000 UTC
2, gopushdeer, https://github.com/QuBenhao/gopushdeer, "Pushdeer SDK for Golang", "", 2024-04-22 15:29:58 +0000 UTC
2, Teste-repo, https://github.com/cherryramatisdev/Teste-repo, "Teste repo", "", 2024-04-20 01:19:01 +0000 UTC
2, ha-battery-level, https://github.com/oriionn/ha-battery-level, "Get your battery level on Home Assistant", "battery,home-assistant,homeassistant", 2024-04-20 12:34:55 +0000 UTC
2, ndfile, https://github.com/hstin-de/ndfile, "A high-performance binary file format for storing and querying numerical weather prediction data efficiently across multiple forecast steps, designed for rapid, point-specific data access written in go.", "eccodes,forecast,grib2,nwp,weather", 2024-04-19 19:23:15 +0000 UTC
2, go-mono-template, https://github.com/ventive/go-mono-template, "Monorepo template for golang", "", 2024-04-23 08:09:21 +0000 UTC
2, wtff, https://github.com/arp242/wtff, "frontend for some ffmpeg operations", "", 2024-04-22 12:32:34 +0000 UTC
2, Url_Shortener, https://github.com/birdmandayum0131/Url_Shortener, "A Project for practicing golang and clean architecture", "", 2024-04-22 20:36:39 +0000 UTC
2, docker-image, https://github.com/hltfaith/docker-image, "docker image more information", "", 2024-04-18 08:57:27 +0000 UTC
2, gorm-public-repository-pattern, https://github.com/sepehr-dh99/gorm-public-repository-pattern, "Implementation of repository pattern as a public package for your project in Golang using Gorm", "", 2024-04-19 14:21:06 +0000 UTC
2, ggg, https://github.com/hamlim/ggg, "A minimal Go-based CLI", "", 2024-04-18 12:40:14 +0000 UTC
2, exploration, https://github.com/cyriltovena/exploration, "This is a simple example of how to use Explore Metrics, Logs and Traces, all in one place.", "", 2024-04-18 09:08:20 +0000 UTC
2, httpd, https://github.com/shayanderson/httpd, "Package shayanderson/httpd is a lightweight, fast HTTP router for Go.", "", 2024-04-19 19:08:42 +0000 UTC
2, fsize, https://github.com/Tom5521/fsize, "A more readable alternative to the stat command", "", 2024-04-18 23:06:20 +0000 UTC
2, cdcq, https://github.com/bluesign/cdcq, "cdcq - A Cadence AST Query Tool", "", 2024-04-20 12:58:23 +0000 UTC
2, commander, https://github.com/cdpierse/commander, "Terminal based copilot suggestions for command-line operations.", "", 2024-04-20 22:29:55 +0000 UTC
2, lemonfs, https://github.com/lmnzx/lemonfs, "Distributed File Store", "", 2024-04-19 03:25:57 +0000 UTC
2, gsdm, https://github.com/Hayoun01/gsdm, "", "", 2024-04-19 23:44:43 +0000 UTC
2, go-job, https://github.com/lizhenjian/go-job, "高性能任务队列系统", "", 2024-04-22 09:19:57 +0000 UTC
2, seven, https://github.com/k33g/seven, "🤖7️⃣  Define Ollama prompts with yaml, run them with Seven", "", 2024-04-20 00:59:00 +0000 UTC
2, crud-users-with-login-system, https://github.com/arizdn234/crud-users-with-login-system, "CRUD Users with Login System (Local Auth). Includes features such as login, registration, logout, and CRUD operations for user data.", "golang", 2024-04-19 12:54:35 +0000 UTC
2, mpgo, https://github.com/senisia/mpgo, "simple mp3 player with go, plays in terminal, built with beep and bubbletea, music files should be in ~/music, i dont know the equivalent of tilde in windows", "", 2024-04-18 21:22:12 +0000 UTC
2, SmartStashDB, https://github.com/Johonsoy/SmartStashDB, "A quick KV storage", "", 2024-04-23 09:45:30 +0000 UTC
2, srt_to_exo_from_go, https://github.com/reku-hakimite/srt_to_exo_from_go, "", "", 2024-04-21 04:36:28 +0000 UTC
2, pvm, https://github.com/unreadcode/pvm, "A PHP version manager for Windows", "php,pvm", 2024-04-22 03:55:12 +0000 UTC
2, sticky-hand, https://github.com/RealAlexandreAI/sticky-hand, "✋ Fetch webpage content into text using crawlers or AI at your command.", "crawler,markdown,spider,webpage", 2024-04-22 12:59:21 +0000 UTC
2, capper, https://github.com/chancez/capper, "", "", 2024-04-19 03:23:10 +0000 UTC
2, s3io, https://github.com/jobstoit/s3io, "A go library to do io operations on s3 objects", "files,go,golang,golang-package,object-storage,s3", 2024-04-21 21:23:00 +0000 UTC
2, skh2024, https://github.com/ZerinFrower-terminer/skh2024, "Sketchup 2024 is the latest version of the popular 3D modeling software developed by Trimble Inc. This powerful tool allows users to create, edit, and share 3D models for a wide range of industries such as architecture, interior design, engineering, and more.", "download-full-version-sketchup,download-sketchup-full-version,free-full-version-sketchup,free-full-version-sketchup-2024,free-license-sketchup,full-version-sketchup,get-free-sketchup,license-key-sketchup", 2024-04-22 08:59:18 +0000 UTC
2, asyncloop, https://github.com/danielmesquitta/asyncloop, "Package asyncloop provides functions to range over slices concurrently in an easy and safe way.", "", 2024-04-18 20:59:22 +0000 UTC
2, protoc-gen-go-pagesize, https://github.com/lcmaguire/protoc-gen-go-pagesize, "protoc-plugin and field descriptor to generate constant values for the default and max for the page_size field within any defined messages.", "", 2024-04-20 23:42:35 +0000 UTC
2, Gin-and-DynamoDB, https://github.com/codemage66/Gin-and-DynamoDB, "A starter project with Golang", "", 2024-04-20 07:39:41 +0000 UTC
2, aaguids-go, https://github.com/sumup/aaguids-go, "Small package mapping AAGUID (security key identifiers) to their respective metadata from the FIDO's Metadata Service (MDS).", "passkeys,security-key", 2024-04-22 08:47:27 +0000 UTC
2, jb-active, https://github.com/run-bigpig/jb-active, "", "", 2024-04-19 09:14:28 +0000 UTC
2, gocq-wechat, https://github.com/barryblueice/gocq-wechat, "基于openwechat的onebot v11客户端实现", "", 2024-04-22 15:37:54 +0000 UTC
2, go-todo-api, https://github.com/nejdetkadir/go-todo-api, "Simple Todo API with Fiber for fun with Golang 🍄", "fiber,fiber-framework,fiber-go,go,go-lang,golang", 2024-04-23 15:22:59 +0000 UTC
2, goasitop, https://github.com/context-labs/goasitop, "goasitop - Apple Silicon Monitor Top written in pure Go Lang! Under 1,000 lines of code.", "apple,apple-silicon,arm64,asitop,cpu-monitoring,go,golang,gpu-monitoring,macos,monitoring,terminal,top", 2024-04-20 03:00:58 +0000 UTC
2, gnark-arkworks-verifier, https://github.com/geometers/gnark-arkworks-verifier, "", "", 2024-04-24 03:22:08 +0000 UTC
2, learnGolang, https://github.com/FangPengbo/learnGolang, "learnGolang", "", 2024-04-19 14:25:42 +0000 UTC
2, Ulysses, https://github.com/bearslyricattack/Ulysses, "应用容器化工具", "", 2024-04-21 03:44:15 +0000 UTC
2, WgZhihu, https://github.com/Wg00001/WgZhihu, "", "", 2024-04-21 13:53:57 +0000 UTC
2, CTC, https://github.com/Bahamut731lp/CTC, "", "", 2024-04-21 00:56:21 +0000 UTC
2, pixelbattle, https://github.com/mrsobakin/pixelbattle, "🎨 High load pixelbattle backend written in Go \U0001fa75", "", 2024-04-19 10:49:05 +0000 UTC
2, Go_calculator, https://github.com/Angel45003/Go_calculator, "Calculator using Golang", "", 2024-04-20 02:29:39 +0000 UTC
2, masque-go, https://github.com/quic-go/masque-go, "MASQUE: Proxying UDP in HTTP/3, RFC 9298", "", 2024-04-19 10:34:57 +0000 UTC
2, Blueprint-with-Go, https://github.com/codemage66/Blueprint-with-Go, "Blueprint for next web application in Go.", "go,golang,mvc,web-application", 2024-04-20 07:49:44 +0000 UTC
2, gorm-libsql, https://github.com/ytsruh/gorm-libsql, "A Gorm driver for using libSQL / Turso", "go,golang,golang-package,gorm,gorm-orm,libsql,turso", 2024-04-18 08:07:10 +0000 UTC
1, docker-pull-go, https://github.com/wusuopu/docker-pull-go, "pull/push docker image by golang", "", 2024-04-18 07:33:38 +0000 UTC
1, KeyMutex, https://github.com/alob-mtc/KeyMutex, "", "", 2024-04-18 14:18:12 +0000 UTC
1, redis, https://github.com/liqinshan/redis, "go-redis的工厂适配器，统一client和cluster client的方法调用", "", 2024-04-19 07:17:46 +0000 UTC
1, helm-live, https://github.com/ldassonville/helm-live, "Helm live repository", "", 2024-04-18 20:28:14 +0000 UTC
1, tcpcip-book, https://github.com/flyby-yunakayama/tcpcip-book, "TCP/IP技術入門サポートページ", "", 2024-04-19 21:46:05 +0000 UTC
